SCORES angle_constraint atom_pair_constraint chainbreak coordinate_constraint dihedral_constraint dslf_ca_dih dslf_cs_ang dslf_ss_dih dslf_ss_dst fa_atr fa_dun fa_intra_rep fa_pair fa_rep fa_sol frac_atoms_within_0.5 frac_atoms_within_1.0 frac_atoms_within_2.0 hack_elec hbond_bb_sc hbond_lr_bb hbond_sc hbond_sr_bb if_angle_constraint if_atom_pair_constraint if_chainbreak if_coordinate_constraint if_dihedral_constraint if_dslf_ca_dih if_dslf_cs_ang if_dslf_ss_dih if_dslf_ss_dst if_fa_atr if_fa_dun if_fa_intra_rep if_fa_pair if_fa_rep if_fa_sol if_hack_elec if_hbond_bb_sc if_hbond_lr_bb if_hbond_sc if_hbond_sr_bb if_omega if_p_aa_pp if_pro_close if_ref interface_delta ligand_auto_rms_no_super ligand_auto_rms_with_super ligand_centroid_travel ligand_is_touching omega p_aa_pp pro_close ref total_score
hNN_1sjw_d2n_des_1_1466 0 0 0 0 1.3057 0 0 0 0 -543.532 68.639 1.31972 -18.2891 63.5431 254.946 0 0 0 -16.4592 -26.6145 -95.2717 -18.2442 -118.759 0 -41.2797 0 0 0 0 0 0 0 -15.1942 0 0 0.120586 2.14611 9.76541 -0.276436 -0.236065 4.12115e-13 -1.646 7.10543e-14 0 0 0 0 -46.6003 5.05148 1.69236 2.59883 1 20.6388 -26.0635 2.28502 -34.86 -485.416
hNN_1sjw_d2n_des_1_1467 0 0 0 0 0.185787 0 0 0 0 -544.67 77.5257 1.31938 -18.9776 80.6645 251.888 0 0 0.0384615 -18.0446 -28.5844 -95.2717 -20.4726 -118.759 0 -41.1688 0 0 0 0 0 0 0 -15.2838 0 0 0.0524604 5.03474 6.77668 -0.021155 -0.314658 1.42109e-14 -1.88511 1.42109e-14 0 0 0 0 -46.8097 4.76661 1.11796 2.5801 1 20.6388 -26.0635 6.05037 -34.86 -467.43
hNN_1sjw_d2n_des_1_1468 0 0 0 0 3.58713 0 0 0 0 -538.794 79.0599 2.12843 -17.709 77.0128 254.333 0 0 0 -17.1622 -28.2645 -95.2717 -16.2561 -118.759 0 -41.3292 0 0 0 0 0 0 0 -14.8007 0 0 0.133401 9.90227 10.7958 -0.29711 -0.160505 1.42109e-14 -1.25516 1.42109e-14 0 0 0 0 -37.0112 7.74616 1.88994 4.58561 1 20.6388 -26.0635 7.37344 -34.86 -449.006
hNN_1sjw_d2n_des_1_1469 0 0 0 0 2.32206 0 0 0 0 -549.312 76.485 1.4608 -19.3567 80.3382 255.23 0 0 0 -17.4321 -28.7901 -95.2717 -19.1512 -118.759 0 -41.3048 0 0 0 0 0 0 0 -19.0038 0 0 0.102283 18.3146 6.19697 -0.0878671 -0.327087 5.68434e-14 -2.32132 1.27898e-13 0 0 0 0 -38.431 4.4999 2.00831 3.34118 1 20.6388 -26.0635 6.05213 -34.86 -466.469
hNN_1sjw_d2n_des_1_1470 0 0 0 0 0.106279 0 0 0 0 -545.133 67.7386 1.33303 -18.7044 53.8027 253.457 0 0 0.0769231 -16.8825 -28.6013 -95.2717 -17.3553 -118.759 0 -41.7373 0 0 0 0 0 0 0 -14.8672 0 0 0.101357 1.52389 7.63979 -0.148746 -0.237966 4.12115e-13 -0.149988 7.10543e-14 0 0 0 0 -47.8762 8.21866 1.56071 3.3203 1 20.6388 -26.0635 6.05131 -34.86 -498.503
hNN_1sjw_d2n_des_1_1471 0 0 0 0 0.890825 0 0 0 0 -542.809 69.5109 1.34986 -18.5222 57.4608 255.195 0 0 0 -16.8695 -27.3046 -95.2717 -17.8853 -118.759 0 -41.2733 0 0 0 0 0 0 0 -16.6257 0 0 0.142922 2.75645 10.3019 -0.649266 -0.225649 0 -1.51357 -2.84217e-14 0 0 0 0 -47.0862 5.88856 1.86276 2.96418 1 20.6388 -26.0635 6.05294 -34.86 -487.245
hNN_1sjw_d2n_des_1_1472 0 0 0 0 0.145755 0 0 0 0 -539.823 67.0153 1.31739 -18.4051 53.3461 253.652 0 0.0384615 0.230769 -16.2685 -27.1051 -95.2717 -12.7722 -118.759 0 -41.139 0 0 0 0 0 0 0 -13.2272 0 0 0.0679839 1.67608 7.2156 -0.0077211 -0.17109 0 -0.302214 -2.84217e-14 0 0 0 0 -45.8876 3.99253 2.00379 1.62752 1 20.6388 -26.0635 6.05184 -34.86 -487.16
hNN_1sjw_d2n_des_1_1473 0 0 0 0 2.19549 0 0 0 0 -542.028 74.2202 1.31111 -18.7067 55.7889 251.532 0 0.0769231 0.0769231 -16.2742 -27.8843 -95.2717 -14.1105 -118.759 0 -41.3338 0 0 0 0 0 0 0 -15.8382 0 0 0.0938319 4.67793 6.97534 -0.0947454 -0.226105 0 -0.110903 -2.84217e-14 0 0 0 0 -45.8566 8.09707 0.347924 1.83539 1 20.6388 -26.0635 6.05145 -34.86 -482.219
hNN_1sjw_d2n_des_1_1474 0 0 0 0 0.0617292 0 0 0 0 -550.014 71.6829 1.32085 -17.6879 64.2657 254.996 0 0 0.115385 -17.015 -27.9622 -95.2717 -16.4295 -118.759 0 -41.3683 0 0 0 0 0 0 0 -22.5186 0 0 0.119929 9.10067 10.0814 -0.0439667 -0.12354 0 -0.379973 -2.84217e-14 0 0 0 0 -45.1324 6.79061 1.14236 4.23765 1 20.6388 -26.0635 6.0554 -34.86 -485.041
hNN_1sjw_d2n_des_1_1475 0 0 0 0 0.165365 0 0 0 0 -549.426 72.3745 1.32512 -18.601 68.4412 259.772 0 0 0.115385 -17.9912 -30.0805 -95.2717 -21.2513 -118.759 0 -41.1834 0 0 0 0 0 0 0 -20.9536 0 0 0.108102 7.46129 11.1738 0.0887581 -0.376787 4.12115e-13 -0.157512 7.10543e-14 0 0 0 0 -43.8393 7.42356 1.39573 2.09652 1 20.6388 -26.0635 11.4476 -34.86 -478.139
hNN_1sjw_d2n_des_1_1476 0 0 0 0 0.0620572 0 0 0 0 -539.184 71.9941 1.3507 -18.2003 53.2786 253.824 0 0 0.0769231 -17.769 -29.2656 -95.2717 -19.0652 -118.759 0 -41.8146 0 0 0 0 0 0 0 -12.1607 0 0 0.118197 0.687675 8.23369 -1.08914 -0.165498 1.42109e-14 -5.20314 1.42109e-14 0 0 0 0 -51.3936 8.44439 1.10546 4.81479 1 20.6388 -26.0635 6.05476 -34.86 -491.234
hNN_1sjw_d2n_des_1_1477 0 0 0 0 11.2785 0 0 0 0 -553.343 73.5753 1.57409 -20.0196 90.9207 258.383 0 0 0 -17.5514 -32.8902 -95.2717 -17.9608 -118.759 0 -41.1085 0 0 0 0 0 0 0 -19.9237 0 0 0.1273 15.5913 8.6306 -0.0869813 -1.04361 0 -0.178508 -2.84217e-14 0 0 0 0 -37.9921 4.46052 1.14841 3.92991 1 20.6388 -26.0635 5.96405 -34.86 -454.384
hNN_1sjw_d2n_des_1_1478 0 0 0 0 0.652196 0 0 0 0 -536.2 71.2502 1.3328 -18.4047 55.4502 248.569 0 0 0.0384615 -15.8552 -25.6994 -95.2717 -10.8885 -118.759 0 -41.5815 0 0 0 0 0 0 0 -15.3044 0 0 0.050426 2.97866 9.55024 -0.16039 -0.162612 0 -0.160139 -2.84217e-14 0 0 0 0 -44.7897 7.67086 1.97054 3.93254 1 20.6388 -26.0635 6.05163 -34.86 -478.056
hNN_1sjw_d2n_des_1_1479 0 0 0 0 0.0545779 0 0 0 0 -541.841 66.5553 1.3524 -18.4913 52.9334 253.395 0 0 0.115385 -16.9601 -27.8716 -95.2717 -18.7558 -118.759 0 -41.4281 0 0 0 0 0 0 0 -13.152 0 0 0.102793 0.753019 7.73351 -0.478005 -0.239334 4.12115e-13 -2.57958 7.10543e-14 0 0 0 0 -49.2877 7.62688 1.88767 1.55631 1 20.6388 -26.0635 6.05245 -34.86 -497.891
hNN_1sjw_d2n_des_1_1480 0 0 0 0 0.791518 0 0 0 0 -546.262 68.3676 1.37836 -19.4548 52.1139 253.781 0.0384615 0.115385 0.192308 -17.2393 -28.6087 -95.2717 -18.1042 -118.759 0 -41.0397 0 0 0 0 0 0 0 -16.3344 0 0 0.0835683 2.11426 7.21016 -0.43491 -0.218376 0 -1.84357 -2.84217e-14 0 0 0 0 -50.4629 4.12731 1.23115 1.02209 1 20.6388 -26.0635 6.05154 -34.86 -501.499
hNN_1sjw_d2n_des_1_1481 0 0 0 0 0.346764 0 0 0 0 -544.025 71.6437 1.31755 -18.3597 62.1708 254.065 0 0 0.0384615 -16.8318 -27.897 -95.2717 -16.0551 -118.759 0 -41.5655 0 0 0 0 0 0 0 -14.5886 0 0 0.0557602 2.43444 8.82074 0.0250652 -0.273462 4.12115e-13 -1.10332 7.10543e-14 0 0 0 0 -46.1949 8.51252 2.2667 3.39026 1 20.6388 -26.0635 6.12634 -34.86 -481.813
hNN_1sjw_d2n_des_1_1482 0 0 0 0 1.75296 0 0 0 0 -544.091 74.3534 1.28008 -18.8351 79.9839 250.16 0 0 0.230769 -17.0478 -27.3725 -95.2717 -18.2643 -118.759 0 -40.9219 0 0 0 0 0 0 0 -13.8144 0 0 -0.00343344 3.8994 5.45791 -0.449695 -0.325648 0 -2.02619 -2.84217e-14 0 0 0 0 -48.1839 3.64877 1.20705 2.40777 1 20.6388 -26.0635 11.4476 -34.86 -460.947
hNN_1sjw_d2n_des_1_1483 0 0 0 0 0.671917 0 0 0 0 -541.952 72.8522 1.3462 -18.5779 57.3403 252.048 0 0.115385 0.269231 -16.6341 -26.7572 -95.2717 -18.0639 -118.759 0 -41.0034 0 0 0 0 0 0 0 -14.8597 0 0 0.138297 2.31904 7.8965 -0.525876 -0.26161 2.41585e-13 -2.01347 -1.42109e-14 0 0 0 0 -48.3102 4.43853 2.04001 2.12292 1 20.6388 -26.0635 6.14063 -34.86 -485.901
hNN_1sjw_d2n_des_1_1484 0 0 0 0 0.0307106 0 0 0 0 -547.661 66.487 1.28555 -18.7314 57.0528 254.063 0.269231 0.884615 1 -17.5789 -29.9808 -95.2717 -18.5193 -118.759 0 -41.0003 0 0 0 0 0 0 0 -19.9251 0 0 0.0688556 4.13342 9.50445 -0.344509 -0.247431 5.68434e-14 -2.32687 1.27898e-13 0 0 0 0 -50.1375 0.74358 0.31624 0.496563 1 20.6388 -26.0635 6.05195 -34.86 -501.815
hNN_1sjw_d2n_des_1_1485 0 0 0 0 0.304142 0 0 0 0 -539.848 67.469 1.3135 -18.479 53.4864 250.487 0 0 0.0769231 -16.8628 -26.7837 -95.2717 -16.6807 -118.759 0 -41.599 0 0 0 0 0 0 0 -12.2235 0 0 0.109492 1.89114 5.99982 -0.173587 -0.235889 0 -0.1532 -2.84217e-14 0 0 0 0 -46.3847 8.31771 0.355769 2.80238 1 20.6388 -26.0635 6.05066 -34.86 -493.858
hNN_1sjw_d2n_des_1_1486 0 0 0 0 0.0129753 0 0 0 0 -542.577 72.04 1.34331 -18.4362 58.0868 255.284 0.0384615 0.0384615 0.0769231 -17.6529 -28.3241 -95.2717 -17.2854 -118.759 0 -41.0727 0 0 0 0 0 0 0 -14.1183 0 0 -0.00281878 1.86876 7.51881 -0.0670834 -0.27296 1.42109e-14 -0.119227 1.42109e-14 0 0 0 0 -46.2655 3.38042 1.97894 2.5491 1 20.6388 -26.0635 11.4476 -34.86 -480.377
hNN_1sjw_d2n_des_1_1487 0 0 0 0 1.8264 0 0 0 0 -545.604 71.0126 1.38698 -18.7447 63.872 257.328 0.0384615 0.0384615 0.0384615 -16.938 -28.0742 -95.2717 -17.1486 -118.759 0 -41.3557 0 0 0 0 0 0 0 -13.4516 0 0 0.108752 1.30741 8.63931 -0.149762 -0.207686 4.12115e-13 -1.09793 7.10543e-14 0 0 0 0 -46.2072 8.03445 1.93838 0.458263 1 20.6388 -26.0635 6.05133 -34.86 -479.347
hNN_1sjw_d2n_des_1_1488 0 0 0 0 0.126859 0 0 0 0 -540.253 73.6762 1.31965 -17.9339 61.9317 252.62 0 0.115385 0.423077 -17.2325 -29.4284 -95.2717 -15.7873 -118.759 0 -40.9651 0 0 0 0 0 0 0 -13.3666 0 0 0.0733353 2.54747 8.14299 -0.561033 -0.378757 0 -3.70522 -2.84217e-14 0 0 0 0 -48.213 3.82466 1.96689 2.44305 1 20.6388 -26.0635 5.96683 -34.86 -479.308
hNN_1sjw_d2n_des_1_1489 0 0 0 0 0.0840237 0 0 0 0 -544.015 68.6728 1.30485 -18.9985 60.1635 252.206 0.0384615 0.0769231 0.653846 -17.6589 -28.5626 -95.2717 -16.3637 -118.759 0 -41.0366 0 0 0 0 0 0 0 -17.2732 0 0 0.00295471 5.97285 7.482 -0.487826 -0.170999 1.42109e-14 -1.95997 1.42109e-14 0 0 0 0 -47.4708 2.16033 1.72941 0.855662 1 20.6388 -26.0635 6.05077 -34.86 -491.432
hNN_1sjw_d2n_des_1_1490 0 0 0 0 0.0768728 0 0 0 0 -538.516 67.5954 1.30898 -18.6182 53.9292 250.654 0 0.0384615 0.423077 -17.4016 -27.7135 -95.2717 -21.5523 -118.759 0 -41.0864 0 0 0 0 0 0 0 -12.974 0 0 0.0703849 1.22024 5.50906 -0.50059 -0.17388 0 -3.41677 -2.84217e-14 0 0 0 0 -51.352 3.03353 2.19952 1.373 1 20.6388 -26.0635 6.05098 -34.86 -498.501
hNN_1sjw_d2n_des_1_1491 0 0 0 0 0.0254524 0 0 0 0 -540.231 71.7117 1.34505 -18.5275 63.9911 250.414 0.0769231 0.115385 0.307692 -16.4996 -26.7742 -95.2717 -17.1543 -118.759 0 -40.7846 0 0 0 0 0 0 0 -11.4084 0 0 -0.00318915 2.85967 6.03667 0.103819 -0.208078 4.12115e-13 -1.60177 7.10543e-14 0 0 0 0 -45.0059 3.46741 1.11817 2.13963 1 20.6388 -26.0635 11.4476 -34.86 -474.568
hNN_1sjw_d2n_des_1_1492 0 0 0 0 1.43247 0 0 0 0 -551.413 70.3093 1.35191 -18.2244 63.6785 260.279 0 0 0 -17.6279 -30.8465 -95.2717 -23.1271 -118.759 0 -41.2431 0 0 0 0 0 0 0 -21.5231 0 0 0.1493 7.26945 14.2127 -0.703243 -0.173535 1.42109e-14 -4.18718 1.42109e-14 0 0 0 0 -46.1988 6.27478 1.45954 2.76625 1 20.6388 -26.0635 6.05221 -34.86 -492.45
hNN_1sjw_d2n_des_1_1493 0 0 0 0 0.0669285 0 0 0 0 -541.254 69.9379 1.32173 -18.2125 56.9704 250.983 0 0.115385 0.576923 -18.2339 -28.4244 -95.2717 -19.6707 -118.759 0 -41.0233 0 0 0 0 0 0 0 -16.4542 0 0 0.0152535 4.56615 7.89978 -0.620251 -0.171546 0 -3.3347 -2.84217e-14 0 0 0 0 -49.1228 2.45383 1.67532 1.07082 1 20.6388 -26.0635 6.0504 -34.86 -494.781
hNN_1sjw_d2n_des_1_1494 0 0 0 0 44.4196 0 0 0 0 -555.816 88.2047 7.88556 -17.721 170.701 254.734 0 0 0 -16.3796 -27.3628 -95.2717 -15.0998 -118.759 0 -41.3248 0 0 0 0 0 0 0 -31.7343 0 0 -0.240725 110.267 13.8825 0.401302 -0.589898 5.68434e-14 -0.0517869 1.27898e-13 0 0 0 0 50.609 11.3675 2.13866 8.88612 1 20.6388 -26.0635 11.4476 -34.86 -309.302
hNN_1sjw_d2n_des_1_1495 0 0 0 0 2.7547 0 0 0 0 -548.203 68.1313 1.36354 -18.2539 60.8611 256.89 0 0.0384615 0.0384615 -17.7084 -30.4654 -95.2717 -18.6043 -118.759 0 -41.4937 0 0 0 0 0 0 0 -21.287 0 0 0.0254673 6.44615 12.0836 -0.810143 -0.242606 4.12115e-13 -2.84419 7.10543e-14 0 0 0 0 -48.1224 6.09919 1.55903 2.47996 1 20.6388 -26.0635 11.4476 -34.86 -486.102
hNN_1sjw_d2n_des_1_1496 0 0 0 0 0.969412 0 0 0 0 -543.052 69.9562 1.32235 -18.7416 55.3071 253.819 0 0 0.153846 -17.5324 -31.0555 -95.2717 -16.5367 -118.759 0 -41.1565 0 0 0 0 0 0 0 -19.528 0 0 0.0374205 2.4909 9.72097 -0.257554 -1.36829 4.12115e-13 -0.951825 7.10543e-14 0 0 0 0 -51.0128 5.60469 1.23248 2.53476 1 20.6388 -26.0635 6.05145 -34.86 -493.808
hNN_1sjw_d2n_des_1_1497 0 0 0 0 0.751406 0 0 0 0 -547.541 68.7619 1.43248 -18.467 69.9792 251.857 0 0 0 -16.3422 -27.3249 -95.2717 -15.7042 -118.759 0 -41.3082 0 0 0 0 0 0 0 -18.6395 0 0 0.094609 8.6094 5.79838 0.113683 -0.332554 0 -0.129428 -2.84217e-14 0 0 0 0 -45.7936 4.30338 2.20245 2.95025 1 20.6388 -26.0635 11.4476 -34.86 -475.464
hNN_1sjw_d2n_des_1_1498 0 0 0 0 0.26314 0 0 0 0 -538.748 71.1586 1.32792 -18.1037 56.991 249.815 0 0.0384615 0.0384615 -15.785 -26.1328 -95.2717 -16.319 -118.759 0 -41.303 0 0 0 0 0 0 0 -11.85 0 0 0.134252 1.55352 6.54614 0.22468 -0.212826 1.42109e-14 -0.521624 1.42109e-14 0 0 0 0 -45.4289 7.94937 1.13903 2.28923 1 20.6388 -26.0635 11.4476 -34.86 -478.401
hNN_1sjw_d2n_des_1_1499 0 0 0 0 2.14026 0 0 0 0 -542.469 69.681 1.28226 -18.7108 57.6179 254.538 0 0 0 -17.3161 -29.2856 -95.2717 -18.5428 -118.759 0 -41.3188 0 0 0 0 0 0 0 -14.5903 0 0 0.110772 5.6781 8.53637 -0.103899 -0.316237 4.12115e-13 -0.110096 7.10543e-14 0 0 0 0 -42.1141 8.45569 1.92892 0.81229 1 20.6388 -26.0635 6.05228 -34.86 -489.328
hNN_1sjw_d2n_des_1_1500 0 0 0 0 0.231507 0 0 0 0 -544.915 68.5267 1.32129 -19.6637 54.3913 253.446 0 0 0.0384615 -17.5843 -29.7488 -95.2717 -16.4921 -118.759 0 -41.4082 0 0 0 0 0 0 0 -16.8876 0 0 0.0774838 4.87484 7.81174 -0.379119 -0.345876 4.12115e-13 -1.5229 7.10543e-14 0 0 0 0 -47.7796 5.12015 0.262072 3.39609 1 20.6388 -26.0635 6.05057 -34.86 -498.752
hNN_1sjw_d2n_des_1_1501 0 0 0 0 3.68675 0 0 0 0 -550.944 82.3375 1.67382 -20.2789 80.6003 259.896 0 0 0.0384615 -18.4942 -31.9195 -95.2717 -20.9414 -118.759 0 -41.0961 0 0 0 0 0 0 0 -20.0317 0 0 0.0573262 8.31416 11.8525 -0.0555218 -0.279306 1.42109e-14 -0.179101 1.42109e-14 0 0 0 0 -41.4177 8.82334 1.17624 4.42808 1 20.6388 -26.0635 11.3607 -34.86 -457.338
hNN_1sjw_d2n_des_1_1502 0 0 0 0 0.00458014 0 0 0 0 -539.815 68.2904 1.29782 -17.7559 55.8031 252.523 0 0 0.192308 -16.9864 -28.8264 -95.2717 -17.1898 -118.759 0 -41.0567 0 0 0 0 0 0 0 -15.4254 0 0 0.0726449 2.7295 8.92526 -0.768736 -1.78263 1.42109e-14 -1.235 1.42109e-14 0 0 0 0 -48.5411 4.04425 1.91125 2.59569 1 20.6388 -26.0635 6.06103 -34.86 -490.908
hNN_1sjw_d2n_des_1_1503 0 0 0 0 0.0102876 0 0 0 0 -543.376 68.7777 1.27338 -18.083 57.6614 254.397 0 0 0.115385 -17.1785 -28.2202 -95.2717 -14.4652 -118.759 0 -41.5664 0 0 0 0 0 0 0 -17.2456 0 0 0.0831821 3.3006 11.0446 -0.550235 -0.222322 0 -1.71853 -2.84217e-14 0 0 0 0 -46.8747 8.49115 0.0186249 3.22325 1 20.6388 -26.0635 6.05087 -34.86 -487.468
hNN_1sjw_d2n_des_1_1504 0 0 0 0 0.0477306 0 0 0 0 -561.879 77.4422 1.33533 -19.9524 99.3269 264.115 0 0.115385 0.153846 -17.5478 -30.5401 -95.2717 -19.0318 -118.759 0 -40.8696 0 0 0 0 0 0 0 -30.8025 0 0 0.0403141 22.1599 17.5252 0.0777687 -0.358872 1.42109e-14 -0.151128 1.42109e-14 0 0 0 0 -32.379 7.62324 1.24091 5.29763 1 20.6388 -26.0635 5.96321 -34.86 -455.036
hNN_1sjw_d2n_des_1_1505 0 0 0 0 0.105723 0 0 0 0 -546.229 69.5941 1.33672 -18.2485 54.2632 255.132 0 0.0384615 0.153846 -16.0098 -28.4766 -95.2717 -15.9383 -118.759 0 -41.4183 0 0 0 0 0 0 0 -14.1144 0 0 0.101333 1.12666 6.80955 0.114395 -0.173426 0 -0.13772 -2.84217e-14 0 0 0 0 -47.6919 7.79053 1.10104 1.37875 1 20.6388 -26.0635 11.4476 -34.86 -487.338
hNN_1sjw_d2n_des_1_1506 0 0 0 0 0.000983038 0 0 0 0 -538.945 66.7267 1.28413 -18.109 55.3177 247.62 0 0 0.0384615 -16.55 -26.2864 -95.2717 -14.9962 -118.759 0 -41.3401 0 0 0 0 0 0 0 -14.5646 0 0 0.0341881 2.40787 6.10963 -0.413842 -0.16943 4.12115e-13 -0.110398 7.10543e-14 0 0 0 0 -48.0467 4.00483 1.11019 2.89614 1 20.6388 -26.0635 6.05372 -34.86 -492.198
hNN_1sjw_d2n_des_1_1507 0 0 0 0 10.3277 0 0 0 0 -555.781 81.4657 1.31545 -19.5213 105.654 260.631 0.0769231 0.0769231 0.346154 -16.711 -29.9902 -95.2717 -17.6425 -118.759 0 -40.9607 0 0 0 0 0 0 0 -22.4986 0 0 0.0947888 22.8381 12.2295 -0.0743411 -0.290723 1.42109e-14 -1.8166 1.42109e-14 0 0 0 0 -30.4785 6.92387 0.412747 3.84278 1 20.6388 -26.0635 5.96908 -34.86 -428.598
hNN_1sjw_d2n_des_1_1508 0 0 0 0 0.0546186 0 0 0 0 -542.799 69.1036 1.33064 -18.2931 56.9807 252.382 0 0.0769231 0.5 -16.627 -27.1555 -95.2717 -17.7833 -118.759 0 -41.0313 0 0 0 0 0 0 0 -14.497 0 0 0.146401 3.22894 7.70296 -0.230803 -0.170655 4.12115e-13 -1.83367 7.10543e-14 0 0 0 0 -46.6851 2.72984 1.98828 1.2336 1 20.6388 -26.0635 11.4476 -34.86 -485.673
hNN_1sjw_d2n_des_1_1509 0 0 0 0 8.05994 0 0 0 0 -542.962 73.4598 1.37318 -18.6604 66.7008 252.695 0 0.115385 0.346154 -17.1467 -29.285 -95.2717 -16.7063 -118.759 0 -41.0462 0 0 0 0 0 0 0 -13.7715 0 0 -0.00267529 6.267 7.37401 -0.0751119 -0.176904 1.42109e-14 -0.111348 1.42109e-14 0 0 0 0 -41.5427 3.58064 2.11285 1.04166 1 20.6388 -26.0635 6.05147 -34.86 -470.735
hNN_1sjw_d2n_des_1_1510 0 0 0 0 3.58058 0 0 0 0 -552.279 70.0537 1.3252 -17.9251 73.1612 259.274 0 0 0.153846 -17.4086 -26.9827 -95.2717 -17.8314 -118.759 0 -41.5752 0 0 0 0 0 0 0 -23.9953 0 0 0.0864197 14.4687 15.0465 -0.919723 -0.277942 1.42109e-14 -1.81389 1.42109e-14 0 0 0 0 -38.9804 6.54769 1.91047 3.26511 1 20.6388 -26.0635 2.29537 -34.86 -477.052
hNN_1sjw_d2n_des_1_1511 0 0 0 0 0.00753361 0 0 0 0 -538.93 68.6282 1.30095 -18.4039 54.6742 249.45 0 0.0384615 0.0769231 -15.6311 -26.8361 -95.2717 -11.9918 -118.759 0 -41.5638 0 0 0 0 0 0 0 -13.2374 0 0 0.10996 1.63672 6.19533 -0.0713671 -0.284031 1.42109e-14 -0.0401786 1.42109e-14 0 0 0 0 -47.2547 7.66029 1.22874 1.69689 1 20.6388 -26.0635 6.05968 -34.86 -485.987
hNN_1sjw_d2n_des_1_1512 0 0 0 0 0.0122726 0 0 0 0 -546.197 68.9424 1.2956 -18.1441 58.4061 252.871 0 0.0384615 0.269231 -17.1329 -29.0144 -95.2717 -16.5361 -118.759 0 -41.0887 0 0 0 0 0 0 0 -15.4227 0 0 0.0194664 3.55047 6.19913 -0.04974 -0.209346 0 -0.11096 -2.84217e-14 0 0 0 0 -47.1124 3.26826 1.2363 1.85676 1 20.6388 -26.0635 6.0537 -34.86 -493.758
hNN_1sjw_d2n_des_1_1513 0 0 0 0 0.249844 0 0 0 0 -542.044 70.258 1.27863 -18.2128 51.0938 250.09 0 0.0384615 0.384615 -17.0781 -28.3278 -95.2717 -18.7042 -118.759 0 -41.1162 0 0 0 0 0 0 0 -17.3428 0 0 -0.0746835 1.41841 8.24134 -0.132448 -0.38706 0 -2.98361 -2.84217e-14 0 0 0 0 -52.377 3.59658 1.14245 0.603586 1 20.6388 -26.0635 11.4476 -34.86 -494.264
hNN_1sjw_d2n_des_1_1514 0 0 0 0 2.00551 0 0 0 0 -547.628 74.3656 1.33502 -19.1388 64.0269 255.394 0 0 0.0769231 -17.3672 -28.9736 -95.2717 -17.8263 -118.759 0 -41.1834 0 0 0 0 0 0 0 -17.3685 0 0 0.114977 7.01321 8.37049 0.0161546 -0.323304 1.42109e-14 -0.1158 1.42109e-14 0 0 0 0 -43.4762 8.74471 2.25694 2.69576 1 20.6388 -26.0635 6.05083 -34.86 -482.072
hNN_1sjw_d2n_des_1_1515 0 0 0 0 0.516766 0 0 0 0 -545.054 73.4451 1.32866 -18.7107 59.4176 254.182 0 0.0384615 0.115385 -17.4175 -27.8847 -95.2717 -17.0906 -118.759 0 -41.5525 0 0 0 0 0 0 0 -13.574 0 0 0.0878957 3.00709 7.86368 -0.584013 -0.172085 0 -1.95227 -2.84217e-14 0 0 0 0 -46.8762 8.31983 2.232 2.10647 1 20.6388 -26.0635 6.05153 -34.86 -485.531
hNN_1sjw_d2n_des_1_1516 0 0 0 0 0.66421 0 0 0 0 -542.417 70.9353 1.31128 -18.612 51.6908 253.226 0 0 0.0769231 -16.9331 -28.5216 -95.2717 -20.1111 -118.759 0 -41.3127 0 0 0 0 0 0 0 -14.2785 0 0 0.110621 2.28735 7.67938 -0.330173 -0.22177 0 -2.95577 -2.84217e-14 0 0 0 0 -49.0217 8.18555 2.22052 2.34553 1 20.6388 -26.0635 6.05206 -34.86 -497.029
hNN_1sjw_d2n_des_1_1517 0 0 0 0 62.3949 0 0 0 0 -552.416 73.1589 1.43442 -18.6714 1172.76 263.011 0.0384615 0.0769231 0.153846 -16.584 -29.7903 -95.2717 -17.9469 -118.759 0 -41.0555 0 0 0 0 0 0 0 -23.3208 0 0 0.114533 1119.16 16.2669 0.338738 -0.327833 2.41585e-13 -0.111391 -1.42109e-14 0 0 0 0 1071.07 6.7666 1.84832 1.29195 1 20.6388 -26.0635 11.4476 -34.86 694.484
hNN_1sjw_d2n_des_1_1518 0 0 0 0 0.0606843 0 0 0 0 -545.621 71.1019 1.28729 -18.8287 83.2779 254.089 0 0 0 -17.1025 -28.4873 -95.2717 -17.2943 -118.759 0 -41.2784 0 0 0 0 0 0 0 -14.8953 0 0 0.0884992 5.65504 8.44836 -0.0843807 -0.315034 0 -0.127563 -2.84217e-14 0 0 0 0 -42.5088 8.73054 1.85652 1.07786 1 20.6388 -26.0635 11.4476 -34.86 -460.385
hNN_1sjw_d2n_des_1_1519 0 0 0 0 4.93575 0 0 0 0 -538.516 66.5994 1.35691 -17.9026 55.222 248.668 0 0 0 -16.8801 -27.7453 -95.2717 -15.272 -118.759 0 -41.6688 0 0 0 0 0 0 0 -13.1155 0 0 -1.98952e-14 2.64814 6.54186 -0.185235 -0.784941 0 -0.116864 -2.84217e-14 0 0 0 0 -46.6813 10.46 1.80758 9.5281 1 20.6388 -26.0635 6.0514 -34.86 -487.797
